Year,Month,Day,G12
2014,7,24,0,
2014,7,25,0,
2014,7,26,0,
2014,7,27,0,
2014,7,28,0,
2014,7,29,0,
2014,7,30,0,
2014,7,31,0,
2014,8,1,0.23,
2014,8,2,0,
2014,8,3,0,
2014,8,4,1.6,
2014,8,5,0.12,
2014,8,6,0,
2014,8,7,0,
2014,8,8,0,
2014,8,9,0,
2014,8,10,0,
2014,8,11,0.17,
2014,8,12,0.02,
2014,8,13,0,
2014,8,14,0,
2014,8,15,0,
2014,8,16,0,
2014,8,17,0,
2014,8,18,0,
2014,8,19,0.16,
2014,8,20,0,
2014,8,21,1.29,
2014,8,22,4.66,
2014,8,23,0.36,
2014,8,24,0,
2014,8,25,0.52,
2014,8,26,0,
2014,8,27,0,
2014,8,28,0,
2014,8,29,0,
2014,8,30,0,
2014,8,31,0,
2014,9,1,0,
2014,9,2,0,
2014,9,3,0,
2014,9,4,0.26,
2014,9,5,0.44,
2014,9,6,0,
2014,9,7,0,
2014,9,8,0,
2014,9,9,0,
2014,9,10,1.67,
2014,9,11,0,
2014,9,12,0.06,
2014,9,13,0.01,
2014,9,14,0,
2014,9,15,0.03,
2014,9,16,0,
2014,9,17,0,
2014,9,18,0,
2014,9,19,0,
2014,9,20,0.17,
2014,9,21,0,
2014,9,22,0,
2014,9,23,0,
2014,9,24,0,
2014,9,25,0,
2014,9,26,0,
2014,9,27,0,
2014,9,28,0,
2014,9,29,0,
2014,9,30,0,
2014,10,1,0,
2014,10,2,0.84,
2014,10,3,1.17,
2014,10,4,0.02,
2014,10,5,0,
2014,10,6,0,
2014,10,7,0,
2014,10,8,0,
2014,10,9,0,
2014,10,10,0,
2014,10,11,0,
2014,10,12,0,
2014,10,13,0.47,
2014,10,14,1.11,
2014,10,15,0.07,
2014,10,16,0,
2014,10,17,0,
2014,10,18,0,
2014,10,19,0,
2014,10,20,0,
2014,10,21,0,
2014,10,22,0,
2014,10,23,0,
2014,10,24,0,
2014,10,25,0,
2014,10,26,0,
2014,10,27,0,
2014,10,28,0.01,
2014,10,29,0,
2014,10,30,0,
2014,10,31,0.01,
2014,11,1,0.01,
2014,11,2,0,
2014,11,3,0,
2014,11,4,0.01,
2014,11,5,0,
2014,11,6,0,
2014,11,7,0,
2014,11,8,0,
2014,11,9,0,
2014,11,10,0,
2014,11,11,0.19,
2014,11,12,0,
2014,11,13,0,
2014,11,14,0,
2014,11,15,0.01,
2014,11,16,0,
2014,11,17,0,
2014,11,18,0,
2014,11,19,0,
2014,11,20,0,
2014,11,21,0,
2014,11,22,0.03,
2014,11,23,0.73,
2014,11,24,0.43,
2014,11,25,0,
2014,11,26,0,
2014,11,27,0,
2014,11,28,0,
2014,11,29,0,
2014,11,30,0,
2014,12,1,0,
2014,12,2,0,
2014,12,3,0,
2014,12,4,0,
2014,12,5,0,
2014,12,6,0,
2014,12,7,0,
2014,12,8,0.13,
2014,12,9,0,
2014,12,10,0,
2014,12,11,0,
2014,12,12,0,
2014,12,13,0,
2014,12,14,0,
2014,12,15,0.09,
2014,12,16,0.03,
2014,12,17,0,
2014,12,18,0,
2014,12,19,0,
2014,12,20,0,
2014,12,21,0,
2014,12,22,0.35,
2014,12,23,0.12,
2014,12,24,0.11,
2014,12,25,0,
2014,12,26,0,
2014,12,27,0,
2014,12,28,0,
2014,12,29,0,
2014,12,30,0,
2014,12,31,0,
2015,1,1,0,
2015,1,2,0,
2015,1,3,0.58,
2015,1,4,0.23,
2015,1,5,0.14,
2015,1,6,0.02,
2015,1,7,0,
2015,1,8,0.14,
2015,1,9,0,
2015,1,10,0,
2015,1,11,0.14,
2015,1,12,0.04,
2015,1,13,0,
2015,1,14,0,
2015,1,15,0,
2015,1,16,0,
2015,1,17,0,
2015,1,18,0,
2015,1,19,0,
2015,1,20,0,
2015,1,21,0,
2015,1,22,0,
2015,1,23,0,
2015,1,24,0,
2015,1,25,0.1,
2015,1,26,0,
2015,1,27,0,
2015,1,28,0,
2015,1,29,0.02,
2015,1,30,0,
2015,1,31,0.12,
2015,2,1,0.83,
2015,2,2,0.11,
2015,2,3,0.03,
2015,2,4,0.09,
2015,2,5,0,
2015,2,6,0,
2015,2,7,0,
2015,2,8,0,
2015,2,9,0,
2015,2,10,0,
2015,2,11,0,
2015,2,12,0,
2015,2,13,0,
2015,2,14,0,
2015,2,15,0,
2015,2,16,0,
2015,2,17,0,
2015,2,18,0,
2015,2,19,0,
2015,2,20,0,
2015,2,21,0,
2015,2,22,0,
2015,2,23,0,
2015,2,24,0,
2015,2,25,0.01,
2015,2,26,0.24,
2015,2,27,0,
2015,2,28,0,
2015,3,1,0.06,
2015,3,2,0,
2015,3,3,0.1,
2015,3,4,0,
2015,3,5,0,
2015,3,6,0,
2015,3,7,0,
2015,3,8,0,
2015,3,9,0,
2015,3,10,0,
2015,3,11,0,
2015,3,12,0,
2015,3,13,0,
2015,3,14,0,
2015,3,15,0,
2015,3,16,0,
2015,3,17,0,
2015,3,18,0,
2015,3,19,0,
2015,3,20,0,
2015,3,21,0,
2015,3,22,0,
2015,3,23,0.34,
2015,3,24,0.02,
2015,3,25,0.17,
2015,3,26,0,
2015,3,27,0.01,
2015,3,28,0,
2015,3,29,0.01,
2015,3,30,0,
2015,3,31,0,
2015,4,1,0,
2015,4,2,0.38,
2015,4,3,0,
2015,4,4,0,
2015,4,5,0,
2015,4,6,0,
2015,4,7,0.13,
2015,4,8,0.17,
2015,4,9,0.96,
2015,4,10,0,
2015,4,11,0,
2015,4,12,0,
2015,4,13,0.09,
2015,4,14,0,
2015,4,15,0,
2015,4,16,0.37,
2015,4,17,0,
2015,4,18,0,
2015,4,19,0.4,
2015,4,20,0.02,
2015,4,21,0,
2015,4,22,0,
2015,4,23,0,
2015,4,24,0,
2015,4,25,0.62,
2015,4,26,0,
2015,4,27,0,
2015,4,28,0,
2015,4,29,0,
2015,4,30,0,
2015,5,1,0,
2015,5,2,0,
2015,5,3,0.13,
2015,5,4,0,
2015,5,5,0.9,
2015,5,6,0,
2015,5,7,0,
2015,5,8,0.21,
2015,5,9,0.42,
2015,5,10,0.16,
2015,5,11,0.14,
2015,5,12,0,
2015,5,13,0,
2015,5,14,0.05,
2015,5,15,0.04,
2015,5,16,0.01,
2015,5,17,0,
2015,5,18,0,
2015,5,19,0,
2015,5,20,0,
2015,5,21,0,
2015,5,22,0,
2015,5,23,0,
2015,5,24,0.42,
2015,5,25,0.08,
2015,5,26,0.43,
2015,5,27,0.04,
2015,5,28,0,
2015,5,29,0.03,
2015,5,30,0.77,
2015,5,31,0.03,
2015,6,1,0,
2015,6,2,0,
2015,6,3,0,
2015,6,4,0,
2015,6,5,0,
2015,6,6,0,
2015,6,7,0.48,
2015,6,8,0.07,
2015,6,9,0,
2015,6,10,0.35,
2015,6,11,0.3,
2015,6,12,0.26,
2015,6,13,0.28,
2015,6,14,2.09,
2015,6,15,1.02,
2015,6,16,0.03,
2015,6,17,0.19,
2015,6,18,0.11,
2015,6,19,0,
2015,6,20,0.27,
2015,6,21,0,
2015,6,22,0.02,
2015,6,23,0,
2015,6,24,0,
2015,6,25,0.31,
2015,6,26,0.49,
2015,6,27,0,
2015,6,28,0,
2015,6,29,0.32,
2015,6,30,0,
2015,7,1,0,
2015,7,2,0,
2015,7,3,0,
2015,7,4,0,
2015,7,5,0,
2015,7,6,0.27,
2015,7,7,0.26,
2015,7,8,0.01,
2015,7,9,0.01,
2015,7,10,0,
2015,7,11,0.03,
2015,7,12,0.02,
2015,7,13,0.5,
2015,7,14,0,
2015,7,15,0,
2015,7,16,0.56,
2015,7,17,0.02,
2015,7,18,0.06,
2015,7,19,0,
2015,7,20,0,
2015,7,21,0,
2015,7,22,0,
2015,7,23,0,
2015,7,24,0,
2015,7,25,0,
2015,7,26,0,
2015,7,27,0,
2015,7,28,0,
2015,7,29,0,
2015,7,30,0,
2015,7,31,0,
2015,8,1,0,
2015,8,2,0.7,
2015,8,3,0.01,
2015,8,4,0,
2015,8,5,0,
2015,8,6,0,
2015,8,7,0,
2015,8,8,0,
2015,8,9,0,
2015,8,10,0.35,
2015,8,11,0,
2015,8,12,0,
2015,8,13,0,
2015,8,14,0.12,
2015,8,15,0.54,
2015,8,16,0,
2015,8,17,0.07,
2015,8,18,0.9,
2015,8,19,0,
2015,8,20,0,
2015,8,21,0,
2015,8,22,0,
2015,8,23,0.05,
2015,8,24,0,
2015,8,25,0,
2015,8,26,0,
2015,8,27,0,
2015,8,28,0,
2015,8,29,0.34,
2015,8,30,0,
2015,8,31,0,
2015,9,1,0,
2015,9,2,0,
2015,9,3,0,
2015,9,4,0,
2015,9,5,0.01,
2015,9,6,0,
2015,9,7,0,
2015,9,8,1.26,
2015,9,9,0,
2015,9,10,0.19,
2015,9,11,0.35,
2015,9,12,0.17,
2015,9,13,0,
2015,9,14,0,
2015,9,15,0,
2015,9,16,0,
2015,9,17,0,
2015,9,18,3.38,
2015,9,19,0.07,
2015,9,20,0,
2015,9,21,0,
2015,9,22,0,
2015,9,23,0,
2015,9,24,0,
2015,9,25,0,
2015,9,26,0,
2015,9,27,0,
2015,9,28,0,
2015,9,29,0,
2015,9,30,0,

