STATION,NAME,DATE,PRCP,SNOW,SNWD
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/23/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/24/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/25/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/26/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/27/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/28/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/29/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/30/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/01/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/02/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/03/12,0.26,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/04/12,0.12,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/05/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/06/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/07/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/08/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/09/12,0.17,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/12,0.02,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/12,0.21,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/12,0.77,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/12,0.51,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/12,0.07,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/12,0.02,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/12,0.81,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/12,0.06,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/12,0.13,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/30/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/31/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/01/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/02/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/03/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/04/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/05/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/06/12,0.13,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/07/12,0.03,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/08/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/09/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/12,0.22,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/12,0.29,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/13/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/14/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/15/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/16/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/17/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/18/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/19/12,0.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/20/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/21/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/22/12,0.27,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/23/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/24/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/25/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/26/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/27/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/28/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/29/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/30/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/01/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/02/12,0.06,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/03/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/04/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/05/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/06/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/07/12,0.08,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/08/12,0.15,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/09/12,0.21,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/13/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/14/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/15/12,0.34,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/16/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/17/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/18/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/19/12,0.08,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/20/12,1.26,0.2,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/21/12,0.01,0.1,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/22/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/23/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/24/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/25/12,0.01,0.1,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/26/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/27/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/28/12,0.01,0.3,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/29/12,0,0.2,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/30/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/31/12,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/01/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/02/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/03/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/04/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/05/13,0.03,0.4,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/06/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/07/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/08/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/09/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/10/13,0.63,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/11/13,0.3,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/12/13,0.06,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/13/13,0.1,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/14/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/15/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/16/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/17/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/18/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/19/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/20/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/21/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/22/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/23/13,0.01,0.4,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/24/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/25/13,0.06,1.1,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/26/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/27/13,0.58,0.1,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/28/13,0.08,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/29/13,1.33,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/30/13,0.45,0.6,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/31/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/01/13,0.02,0.5,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/02/13,0.12,1.8,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/03/13,0.04,0.5,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/04/13,0.19,2.4,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/05/13,0.02,0.5,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/06/13,0,0,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/07/13,1.07,1.4,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/08/13,0,0.1,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/09/13,0,0,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/10/13,0.29,0,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/11/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/12/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/13/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/14/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/15/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/16/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/17/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/18/13,0.29,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/19/13,0,0.2,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/20/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/21/13,0.07,0.8,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/22/13,0.2,1.9,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/23/13,0,0,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/24/13,0,0,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/25/13,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/26/13,0.45,4.8,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/27/13,0.18,1,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/28/13,0.02,0.2,4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/01/13,0.02,0.7,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/02/13,0,0,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/03/13,0,0,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/04/13,0,0,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/05/13,0.66,9.2,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/06/13,0,0,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/07/13,0,0,9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/08/13,0,0,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/09/13,0.04,0,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/10/13,0.87,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/11/13,0.07,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/12/13,0.05,0.3,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/13/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/14/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/15/13,0.2,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/16/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/17/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/18/13,0.08,0.1,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/19/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/20/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/21/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/22/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/23/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/24/13,0.01,0.1,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/25/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/26/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/27/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/28/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/29/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/30/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/31/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/01/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/02/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/03/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/04/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/05/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/06/13,0.04,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/07/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/08/13,0.49,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/09/13,0.2,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/10/13,0.94,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/11/13,0.24,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/12/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/13/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/14/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/15/13,0.36,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/16/13,0.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/17/13,2.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/18/13,3.54,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/19/13,0.01,0.1,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/20/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/21/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/22/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/23/13,0.7,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/24/13,0.04,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/25/13,0.07,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/26/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/27/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/28/13,0.03,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/29/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/30/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/01/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/02/13,0.11,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/03/13,0.05,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/04/13,0.02,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/05/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/06/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/07/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/08/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/09/13,0.32,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/10/13,0.13,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/11/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/12/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/13/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/14/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/15/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/16/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/17/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/18/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/19/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/20/13,1.09,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/21/13,0.56,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/22/13,1.35,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/23/13,0.06,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/24/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/25/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/26/13,0.02,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/27/13,0.23,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/28/13,0.2,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/29/13,0.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/30/13,0.51,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/31/13,0.3,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/01/13,0.56,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/02/13,0.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/03/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/04/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/05/13,0.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/06/13,0.15,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/07/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/08/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/09/13,0.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/10/13,0.26,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/11/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/12/13,0.75,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/13/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/14/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/15/13,0.17,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/16/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/17/13,0.03,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/18/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/19/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/20/13,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/21/13,0.79,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/22/13,0.04,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/23/13,0.84,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/24/13,0.18,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/25/13,0.03,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/26/13,1.48,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/27/13,0.92,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/28/13,0,0,0
