Zip Code,Location,Population,People / Sq. Mile
62052,"39.110330, -90.318164","12,192",90.33
61956,"39.842042, -88.138340","2,909",90.03
61088,"42.268117, -89.262692","4,790",89.77
60481,"41.285227, -88.114298","11,346",89.53
61342,"41.539204, -89.084231","9,221",89.16
62563,"39.719264, -89.496253","4,868",88.44
62554,"39.944478, -88.882262","1,710",87.74
60512,"41.707324, -88.428692",892,87.73
62884,"38.082309, -89.053382","3,083",87.35
60140,"42.080051, -88.515442","7,315",87.13
62517,"39.608088, -89.435177",225,86.79
62882,"38.627631, -89.120530","2,641",86.45
61764,"40.884134, -88.634214","14,677",85.86
61422,"40.545976, -90.529183","3,639",85.46
62514,"39.760061, -89.053402",340,84.08
60180,"42.218710, -88.520167","1,743",83.91
62690,"39.500155, -89.767299","4,157",82.41
62056,"39.179457, -89.671970","8,914",80.91
61084,"42.124022, -89.185652","2,796",80.49
62288,"37.988592, -89.687262","2,977",79.44
60932,"40.456563, -87.796975",135,78.51
61755,"40.526262, -89.332805","4,074",78.12
61834,"40.152546, -87.673298","7,843",77.99
62051,"39.204553, -89.403442","2,952",77.87
61341,"41.344476, -88.687249","7,509",77.58
62917,"37.693356, -88.651554","2,639",77.29
62049,"39.129280, -89.484770","6,839",77.01
61462,"40.925044, -90.647756","12,231",76.90
61911,"39.684473, -88.461972","4,085",76.74
62450,"38.706039, -88.089003","11,900",76.18
62471,"38.946168, -89.130130","10,206",76.04
62863,"38.414971, -87.851809","10,933",75.40
60468,"41.335283, -87.810291","5,317",75.35
61873,"40.133896, -88.039122","5,020",74.86
62618,"40.008752, -90.395769","7,578",74.44
61061,"41.997917, -89.341656","7,358",74.28
62233,"37.934496, -89.825488","6,558",73.66
60928,"40.742249, -87.846442",732,73.19
62983,"37.899310, -89.104813","1,453",71.96
62246,"38.879870, -89.423513","10,003",71.67
62964,"37.127788, -89.217003","1,740",70.93
62417,"38.679670, -87.768860","3,390",70.74
61254,"41.467196, -90.149810","11,399",70.69
61281,"41.299780, -90.520144","2,615",70.24
62341,"40.419061, -91.299825","3,731",69.88
62293,"38.635385, -89.675208","4,576",69.57
62672,"39.394129, -89.810016",296,69.51
62014,"39.041996, -89.949223","4,073",69.18
61536,"40.701063, -89.772963","2,892",68.89
61727,"40.138335, -88.962836","10,260",68.82
61074,"42.125818, -90.120321","4,972",68.27
61273,"41.362504, -90.400619","3,163",67.77
62557,"39.393636, -89.110241","7,701",67.73
61087,"42.482275, -89.992327","1,729",67.44
61531,"40.679051, -90.035783","3,347",67.26
61817,"40.050049, -87.716171","2,838",66.83
62097,"38.936656, -89.852627","2,530",66.54
60145,"42.084558, -88.773824","2,591",66.19
62467,"39.124426, -88.433806","3,664",65.83
61360,"41.350282, -88.602442","2,995",65.78
60520,"41.787267, -88.667548","2,770",65.61
62924,"37.815148, -89.195549","2,721",65.58
62278,"38.207579, -89.986231","6,812",65.56
61057,"41.827705, -89.403541",63,65.05
62520,"39.824551, -89.456341","1,451",64.85
61856,"40.024419, -88.575753","6,762",64.68
61568,"40.491778, -89.483026","4,162",64.41
61337,"41.431528, -89.357675",479,64.37
60511,"41.758993, -88.551993","1,862",64.08
61328,"41.509299, -89.458997",96,64.03
61541,"40.977773, -89.247654",149,63.82
60034,"42.455133, -88.419963","1,896",63.62
60964,"41.044082, -87.686916","7,077",63.59
61864,"39.975064, -88.152723","1,553",62.67
62565,"39.411777, -88.804095","7,659",62.59
61469,"40.953436, -90.918534","2,477",61.72
61356,"41.389301, -89.439865","11,255",61.72
62447,"39.308630, -88.447091","3,684",61.54
62286,"38.112985, -89.716772","6,408",61.26
61284,"41.394212, -90.751797","3,439",60.99
60970,"40.794942, -87.734726","7,582",60.98
60421,"41.419942, -88.106873","3,516",60.50
61843,"40.317127, -88.384070","2,072",60.42
62061,"38.786702, -89.759641","1,455",60.26
61941,"39.803900, -88.075546",117,60.23
62861,"38.031714, -88.062825",182,59.14
62473,"39.021570, -88.567790","1,481",59.11
61748,"40.613536, -88.974623","2,589",59.11
60420,"41.088785, -88.424323","6,123",58.95
61747,"40.416219, -89.435480","1,472",58.82
62837,"38.365180, -88.357724","9,072",58.60
60942,"40.466498, -87.666052","6,889",58.57
61951,"39.575345, -88.589567","7,226",58.43
61537,"41.119200, -89.471462","3,193",58.39
62844,"38.257717, -88.023776","2,238",57.97
61878,"40.231772, -88.145403","1,577",57.94
61880,"39.973825, -88.248947","3,461",57.52
60957,"40.443183, -88.135890","5,680",57.19
60072,"42.414281, -88.312261",348,56.78
61036,"42.413303, -90.376120","6,185",56.78
62352,"39.557763, -90.631329",353,56.48
61533,"40.586374, -89.842499","2,247",56.45
62274,"38.091185, -89.400170","8,532",56.42
62610,"39.577604, -90.438872",224,56.30
62439,"38.744062, -87.639699","8,019",56.27
62675,"40.016559, -89.857986","5,949",55.81
62644,"40.282241, -90.055078","5,773",55.78
61729,"40.627471, -89.215915","1,104",55.66
61048,"42.386260, -89.834850","4,516",55.17
61845,"40.373621, -88.396814","1,839",54.92
60922,"41.011090, -87.919262","2,677",54.92
62022,"39.003162, -90.326185",962,54.77
62870,"38.641671, -89.059062","2,132",54.75
62967,"37.583822, -88.745771",353,54.55
62939,"37.540830, -88.991727","2,896",54.08
61540,"41.014600, -89.366597","2,915",53.66
62640,"39.432023, -89.814455","3,699",53.60
61944,"39.600786, -87.702118","13,791",52.99
61020,"42.112868, -89.098803","1,667",52.61
61326,"41.257957, -89.225444","2,444",52.48
61230,"41.734087, -90.213132","1,183",52.34
61012,"42.411314, -88.754743","1,933",52.27
62995,"37.419990, -88.872869","5,953",52.26
61953,"39.797858, -88.290503","6,285",52.18
62530,"39.560924, -89.659048","1,561",52.09
61270,"41.828528, -89.967371","7,781",51.99
62338,"39.987974, -91.238047","1,364",51.68
61488,"41.030865, -90.320987","1,199",51.65
62078,"39.475860, -90.472232",121,51.50
61261,"41.736022, -89.910033",963,51.48
62411,"39.065775, -88.725942","4,185",51.22
62092,"39.418572, -90.431226","3,155",51.05
62613,"39.997432, -89.665941","3,428",51.01
61745,"40.323663, -88.974560","4,026",50.78
62264,"38.318803, -89.903533","3,222",50.58
61877,"39.984231, -88.074900","1,516",50.24
62626,"39.282692, -89.878244","8,566",50.10
61276,"41.303276, -90.597164",71,49.85
61063,"42.312618, -89.343062","4,036",49.84
62830,"38.443406, -88.967644","1,460",49.82
61814,"40.226458, -87.570036","1,249",49.62
61011,"42.392526, -88.897904","1,976",49.58
62257,"38.284874, -89.728709","3,832",49.34
62872,"38.272572, -88.804340","1,327",48.75
61949,"39.655073, -87.855368",110,48.66
62354,"40.517721, -91.336633","1,559",48.61
62893,"38.465810, -89.030168","1,001",48.56
61733,"40.618858, -89.336899",980,48.30
61739,"40.733489, -88.520202","4,868",47.79
61434,"41.172363, -90.035685","3,610",47.72
61561,"40.805578, -89.206923","2,863",47.40
62047,"39.081757, -90.602147","1,559",47.39
61052,"42.110241, -89.002848","1,238",47.31
62974,"37.781202, -88.782992","1,401",47.28
62922,"37.620754, -88.814807","3,034",46.41
61884,"40.090615, -88.491070","1,172",46.37
61546,"40.456289, -89.790381","4,402",46.37
62360,"39.813563, -91.261630","1,753",46.14
62021,"38.984867, -89.971728",965,46.11
60935,"41.170447, -88.175861",846,45.80
62272,"37.988744, -89.612739","1,636",45.74
62281,"38.697505, -89.786463","1,719",45.54
61738,"40.732336, -89.052469","4,457",45.28
62348,"40.183631, -91.368023",255,45.19
62231,"38.631075, -89.376924","6,980",45.09
61759,"40.437333, -89.334895","1,555",45.01
60151,"41.918475, -88.574468","3,554",44.80
62625,"39.910073, -89.687708",853,44.77
62821,"38.072706, -88.119427","8,049",44.73
61776,"40.572114, -88.870139","1,343",44.45
62920,"37.549537, -89.254384","3,177",44.11
61752,"40.338389, -88.752844","4,147",43.67
61913,"39.823642, -88.469805","1,882",43.39
61517,"40.823253, -89.852912","3,139",43.37
61736,"40.408300, -88.833284","1,335",42.61
62993,"37.147184, -89.278179",143,42.56
62932,"37.906945, -89.210521","1,715",42.35
62030,"39.159104, -90.182563",128,42.20
61529,"40.779364, -89.944261","2,665",42.19
62958,"37.602231, -89.154938","1,908",42.10
62988,"37.269316, -89.282755","2,138",42.01
62441,"39.396725, -87.699029","7,435",41.91
61285,"41.985776, -90.058320","1,659",41.78
62255,"38.313204, -89.783121","1,139",41.74
61859,"40.150428, -87.962905","1,294",41.69
61771,"40.731708, -89.139758",597,41.67
62094,"39.245549, -89.349870","1,251",41.26
62956,"37.285746, -88.948018",989,41.17
62420,"39.289348, -88.006497","4,983",41.06
62545,"39.760928, -89.394294",948,41.04
61818,"39.886708, -88.716505","1,746",40.93
61373,"41.407228, -88.995936","1,998",40.87
61024,"42.436415, -89.297114","2,579",40.71
62363,"39.590496, -90.769665","6,332",40.66
60146,"42.100452, -88.874353","2,238",40.53
62816,"38.185369, -88.913236","1,320",40.42
60936,"40.468310, -88.361798","4,218",40.40
61910,"39.671164, -88.297100","4,370",40.30
60424,"41.164148, -88.327716","2,311",40.03
60940,"41.247629, -87.634431","3,172",39.94
60938,"40.769602, -87.985940","2,222",39.33
61369,"40.985866, -89.155947","1,661",38.95
61346,"41.510218, -89.719171",94,38.91
61231,"41.211487, -90.718219","6,021",38.57
61064,"41.988271, -89.585758","4,035",38.52
61059,"42.451558, -89.958187",135,38.36
61310,"41.693336, -89.362094","4,163",38.32
61353,"41.677525, -89.007909","1,298",38.32
62898,"38.350379, -89.060166","1,898",38.20
61486,"41.195016, -90.577870","1,587",38.10
60556,"41.762918, -88.771142","1,797",38.06
60941,"41.038785, -88.080933","1,986",37.89
61413,"41.190597, -90.368905","1,244",37.72
61060,"42.477597, -89.612912","1,469",37.68
62275,"38.817624, -89.555191","3,681",37.45
62573,"39.945766, -89.077805","1,614",37.41
61426,"41.119635, -89.706009",114,37.31
61542,"40.389729, -90.130236","4,049",37.27
62865,"37.973626, -89.087367","1,879",37.11
61242,"41.708009, -90.285148","1,158",36.82
61031,"41.829901, -89.321283","1,750",36.65
61760,"40.889820, -89.019981","2,691",36.45
61914,"39.645298, -88.763080","1,842",36.40
61732,"40.529527, -89.208590","2,082",36.24
62017,"39.065099, -89.368619","1,287",35.99
61842,"40.249625, -88.666222","2,914",35.96
62558,"39.586712, -89.549853","3,564",35.91
62263,"38.330609, -89.391957","5,270",35.68
60926,"40.573056, -87.814425",76,35.62
61070,"42.413704, -89.470136","1,117",35.61
62952,"37.409570, -89.341001","3,422",35.61
61030,"42.106450, -89.589605","2,250",35.54
61756,"40.019928, -88.986316","2,106",35.40
60913,"41.148374, -88.064009","1,498",35.37
61427,"40.508500, -90.183907","2,427",35.37
62665,"39.816949, -90.529555","1,675",35.33
62460,"38.616312, -87.674294","1,188",35.26
60444,"41.233413, -88.409462","1,545",35.22
61931,"39.586216, -88.361096","1,231",35.06
62468,"39.278197, -88.268882","2,468",35.03
61526,"40.922901, -89.619957","1,173",34.93
62218,"38.521487, -89.483560","1,455",34.91
62458,"39.023525, -88.852235","2,235",34.82
61753,"40.634857, -88.792563","2,932",34.74
62501,"39.993283, -88.816829","1,566",34.51
62992,"37.272609, -89.158001","1,137",34.48
61442,"41.082563, -90.914932",920,34.39
61018,"42.416146, -89.557302","1,133",34.36
61379,"41.390795, -89.606980","1,381",34.15
61374,"41.546176, -89.356126",122,33.99
62086,"38.980771, -89.579837","1,702",33.93
61257,"41.593358, -90.221845","1,402",33.92
61811,"40.292116, -87.615246",800,33.91
61050,"42.438330, -89.731593",447,33.75
62440,"39.394603, -88.267174","1,445",33.71
62433,"39.117775, -87.719718","1,057",33.70
61734,"40.369568, -89.529142","3,054",33.67
61847,"40.319307, -88.011235","1,213",33.67
62550,"39.602469, -88.974820","2,951",33.66
62853,"38.516107, -88.912193",945,33.64
62661,"39.671410, -89.841795","1,294",33.61
61250,"41.655926, -90.112419","2,807",33.43
61327,"41.216259, -89.304286","1,190",33.19
62428,"39.262654, -88.136713","3,187",33.15
62635,"40.293557, -89.442555",651,33.12
62326,"40.420440, -90.808858","2,697",33.06
62082,"39.489989, -90.317508","3,282",33.05
61534,"40.417848, -89.667977","1,905",32.98
61723,"40.252033, -89.284891","2,436",32.91
62451,"38.971177, -87.611121","2,234",32.88
62643,"40.242364, -89.445650",442,32.86
62037,"39.010404, -90.465642","1,842",32.85
62806,"38.380679, -88.076793","3,433",32.79
62075,"39.300660, -89.299779","3,693",32.73
61725,"40.596086, -89.121665","1,268",32.69
62551,"39.847040, -89.152495",867,32.68
61046,"42.107114, -89.817711","2,920",32.64
62935,"37.844774, -88.638638","2,055",32.63
61051,"41.982575, -89.758971","1,638",32.63
62814,"38.378397, -88.731915","2,134",32.55
62670,"39.744719, -89.887948","2,725",32.55
60550,"41.772626, -88.890691","1,445",32.43
61559,"40.924371, -89.771731","3,067",32.34
60541,"41.513357, -88.532418","2,628",32.22
61870,"39.898600, -87.618623","1,357",32.22
61849,"40.003232, -87.976082","1,754",32.09
61919,"39.784439, -88.137770",803,31.97
62567,"39.643582, -89.189080","1,227",31.80
61038,"42.265818, -88.737964","1,371",31.69
62237,"38.186880, -89.576154","3,161",31.60
61465,"41.203730, -90.481270","1,144",31.42
61067,"42.328966, -89.443605",922,31.39
61943,"39.656122, -88.023878","1,900",31.38
61741,"40.760706, -88.405022","1,827",31.36
61569,"40.683232, -89.900619","1,215",31.36
62977,"37.842728, -88.543868",595,31.24
60531,"41.621540, -88.794743","1,975",31.14
61726,"40.731287, -88.695316","2,789",31.09
62531,"39.674378, -89.377560","1,955",31.05
62241,"38.011291, -89.893673","1,158",30.99
61238,"41.286966, -90.174237","3,388",30.95
61319,"41.011122, -88.748560","1,157",30.88
60927,"40.939322, -87.952971","2,288",30.85
62969,"37.160496, -89.343511",879,30.77
61570,"40.918866, -89.288432","1,783",30.75
62422,"39.240360, -88.878849","1,173",30.69
62693,"39.959267, -89.524747","1,712",30.65
62330,"40.613416, -91.115372","1,730",30.58
62001,"38.879786, -89.756873","1,596",30.48
62859,"38.073516, -88.536382","5,630",30.44
61813,"39.900052, -88.565793","2,147",30.41
62539,"39.871973, -89.245803","1,367",30.38
60150,"41.925825, -88.894473","1,677",30.37
62242,"38.093061, -89.934422","1,425",30.23
61039,"42.206557, -89.472078",872,30.12
61490,"41.192456, -90.255696",941,30.04
62984,"37.719230, -88.148471","2,147",29.94
61470,"40.605855, -90.508137",617,29.92
62544,"39.693064, -88.958969","1,714",29.76
62271,"38.440266, -89.517835","2,026",29.72
62869,"37.962444, -88.280867","2,542",29.66
62448,"38.968356, -88.179181","6,063",29.47
62888,"38.129855, -89.229073","2,163",29.21
62462,"39.238774, -88.468519","1,210",29.03
62449,"39.004128, -87.909543","3,212",28.80
62681,"40.135355, -90.550562","5,089",28.77
62664,"40.212562, -89.724144","3,338",28.69
62320,"40.010199, -91.083450","2,257",28.67
61049,"42.047304, -89.017035",505,28.52
61085,"42.344306, -90.033150","3,587",28.42
62353,"39.977725, -90.746953","5,526",28.34
61053,"42.120819, -89.983297","3,228",28.34
62923,"37.336822, -89.032205",517,28.31
60949,"40.378337, -88.105151",739,28.27
60966,"40.750447, -87.585177","1,735",28.23
62996,"37.160782, -89.160247",759,28.23
62325,"40.045624, -91.162046",474,28.19
61047,"42.150445, -89.393735","2,028",28.05
62677,"39.850588, -89.883032","2,501",28.03
61078,"42.166698, -89.727378","1,430",28.02
61957,"39.423598, -88.613278","1,870",28.01
62910,"37.150722, -88.521095","2,725",27.99
62079,"39.108389, -90.131820",180,27.91
62423,"39.464514, -87.590083",738,27.81
61428,"40.933329, -90.113563",954,27.78
62666,"40.082439, -89.539596",696,27.76
61912,"39.521951, -88.039710","1,410",27.74
62016,"39.312689, -90.436701","4,001",27.71
61777,"40.244063, -88.945663","1,027",27.67
62548,"39.977766, -89.287282","2,397",27.66
62926,"37.366678, -89.131409","2,356",27.54
62262,"38.940678, -89.282715","1,868",27.41
60518,"41.593815, -88.918463","3,641",27.34
61424,"41.075689, -89.615269",146,27.32
62889,"38.456539, -88.823598",943,27.02
62976,"37.210737, -89.213805",564,26.89
61377,"41.061382, -89.034038","1,390",26.86
61335,"41.159239, -89.233918",591,26.84
61744,"40.739236, -88.884779","1,991",26.83
62465,"39.351780, -88.638520",970,26.74
61544,"40.687335, -90.227748",706,26.65
60948,"40.535364, -88.086569","1,496",26.65
61235,"41.401294, -90.023559","1,442",26.55
62685,"39.139883, -90.002766","2,213",26.51
62351,"40.101284, -91.271865","1,806",26.45
61370,"41.210728, -89.038814","1,323",26.45
61062,"42.250635, -89.835749","1,972",26.37
61875,"40.103531, -88.416549",795,26.37
61277,"41.613582, -89.930578","3,518",26.27
62474,"39.456917, -88.035856",924,26.26
61450,"40.571726, -90.984258","1,838",26.22
62410,"38.538800, -87.733213","1,094",26.14
61572,"40.797132, -90.039689","1,069",25.98
62321,"40.402583, -91.105084","4,328",25.95
62339,"40.128568, -91.038183",930,25.92
62890,"37.906205, -88.737966","2,511",25.91
61001,"42.465816, -90.110232","1,072",25.90
60955,"40.699506, -87.969261","2,045",25.81
62426,"38.892302, -88.664028","1,187",25.74
61006,"41.861743, -89.202103","1,910",25.64
61376,"41.538440, -89.601790","2,229",25.58
62628,"39.776077, -90.397142","1,033",25.43
61774,"40.426570, -89.202907","1,080",25.36
61279,"41.324116, -90.728729","1,023",25.29
62063,"39.198422, -90.149764","1,291",25.25
61454,"40.685996, -91.046327",771,25.17
62074,"38.965781, -89.682514","1,164",24.95
61491,"41.053786, -89.744514","2,136",24.88
62476,"38.531401, -88.009940","1,937",24.75
62668,"39.572356, -90.234163","1,584",24.68
62692,"39.573992, -89.942917","2,107",24.67
62543,"39.965701, -89.155750",545,24.61
60549,"41.490273, -88.743030",594,24.59
61863,"39.904801, -88.282057",840,24.56
62284,"38.881265, -89.313988",622,24.53
62990,"37.219531, -89.389703","1,098",24.48
62560,"39.311947, -89.595517","1,405",24.47
62941,"37.244577, -88.970218",890,24.44
61447,"40.870536, -90.777370","1,116",24.43
62895,"38.332503, -88.583906","2,144",24.32
61565,"41.039872, -89.519757","1,676",24.30
61015,"41.996752, -89.197077",993,24.29
62379,"40.315421, -91.439565","2,257",24.25
62691,"39.955578, -90.215055","2,550",24.15
61484,"40.292262, -90.445093",965,24.13
61501,"40.233844, -90.306800","1,998",24.11
62612,"39.896048, -90.063158","1,986",24.09
62843,"38.366142, -88.195123",116,24.08
61375,"41.033889, -89.244454","1,244",24.01
61740,"40.880732, -88.858425","1,746",24.00
62510,"39.530987, -89.038020","1,819",23.96
62994,"37.905132, -89.332698",872,23.94
62424,"38.988265, -88.428594","2,069",23.94
61483,"41.081229, -89.873287","2,102",23.89
62312,"39.707353, -91.024237","2,206",23.86
62829,"38.007286, -88.542217",157,23.85
60961,"41.109567, -88.221504",820,23.79
62682,"40.291972, -89.592018","1,031",23.75
62431,"39.225294, -88.996541","1,287",23.63
62807,"38.744774, -88.940675",904,23.55
62054,"39.204343, -90.339427",899,23.47
61872,"39.945376, -88.378110",712,23.44
62366,"39.448019, -90.887683","1,447",23.42
62044,"39.363052, -90.221550","2,088",23.29
61841,"40.034151, -87.817937","1,352",23.15
62532,"39.757325, -88.991081",53,23.09
62463,"39.280743, -88.623967","1,420",23.08
62461,"39.190167, -88.685997",793,23.03
60921,"40.743010, -88.289779","1,669",23.02
62365,"39.796403, -91.165124",691,22.97
61489,"40.929603, -90.018441",999,22.95
62957,"37.312729, -89.409944","1,174",22.94
62445,"39.179699, -88.326791","1,127",22.89
61234,"41.417963, -89.914339","1,302",22.87
62253,"38.777731, -89.300082",828,22.82
62621,"39.727768, -90.548257","1,219",22.78
61480,"40.727421, -90.913356","1,385",22.76
61089,"42.474353, -89.819940",944,22.68
60924,"40.551009, -87.886524","1,739",22.66
62436,"39.168862, -88.248643",572,22.63
61367,"41.635059, -89.257655",920,22.60
62916,"37.942089, -89.546271",759,22.60
62418,"39.011202, -88.974863","2,024",22.50
62897,"38.092621, -88.909652",335,22.48
62556,"39.474974, -89.375213",418,22.41
62912,"37.476199, -89.032407","1,056",22.35
62919,"37.526163, -88.155650","1,140",22.34
62642,"40.095942, -89.708053","1,607",22.27
61516,"40.851047, -89.118207",698,22.23
61925,"39.719105, -88.840528",924,22.17
61567,"40.373176, -89.901055","1,053",22.05
62513,"39.724069, -89.142031","1,785",22.05
61778,"40.235226, -89.101532",697,21.94
61007,"42.198861, -89.589851",548,21.94
61937,"39.743177, -88.620206","2,746",21.92
62970,"37.221461, -89.108584",675,21.74
62013,"38.968429, -90.584968",731,21.69
62688,"39.945247, -89.921844",944,21.63
60951,"40.923057, -87.754191","1,174",21.61
61929,"39.824789, -88.625797",766,21.60
62414,"39.174413, -88.826356","1,639",21.59
62036,"38.918312, -90.589734",601,21.53
62427,"38.869756, -87.665560","1,904",21.44
62277,"38.109316, -90.100108","1,491",21.32
61770,"40.441981, -88.531184","1,143",21.29
61412,"41.074707, -90.580299","1,391",21.28
62443,"38.906463, -88.565702","1,458",21.22
62214,"38.357678, -89.637173","1,291",21.15
61358,"40.981450, -89.045921",524,21.15
62694,"39.615697, -90.462739","3,281",21.14
61437,"40.840939, -90.955198",917,21.11
61728,"40.580621, -88.622266","1,431",21.07
61854,"40.212674, -88.529890","1,573",21.03
61467,"41.069401, -90.242457","1,241",21.02
61325,"41.234953, -88.809633","1,010",20.99
62244,"38.180519, -90.211357","1,192",20.95
61368,"41.261587, -89.516713","1,476",20.90
61840,"40.298873, -88.300263",709,20.88
61333,"40.982833, -88.884667",436,20.87
62979,"37.805986, -88.204169","1,408",20.84
61283,"41.591753, -89.786843","1,675",20.79
62823,"38.521569, -88.414839","1,677",20.79
62631,"39.827417, -90.354199",269,20.77
62868,"38.677710, -88.228125","1,941",20.72
62547,"39.770482, -89.242253",784,20.68
60930,"40.828151, -88.009455",890,20.68
61876,"39.902767, -87.839529",851,20.65
62808,"38.306180, -89.188699","1,496",20.61
60911,"40.880243, -87.976584","1,415",20.58
62533,"39.446936, -89.615992","1,105",20.57
60530,"41.796909, -88.952980",613,20.51
62006,"39.091659, -90.651567",476,20.47
62942,"37.649362, -89.472870",742,20.47
61545,"40.873228, -89.365603",651,20.47
62858,"38.811496, -88.503508","3,235",20.46
62972,"37.548915, -88.726965",408,20.46
62571,"39.386295, -88.957048","1,481",20.45
61933,"39.605251, -87.951740","1,334",20.43
61560,"41.187262, -89.419790",705,20.43
61769,"40.883810, -88.398006",639,20.25
62907,"37.872468, -89.497450","2,122",20.22
62080,"39.126886, -89.093158","2,463",20.21
62836,"38.097517, -88.799245",806,20.21
60959,"40.784030, -88.178419","1,069",20.18
61075,"42.465984, -90.260707","1,039",20.18
62311,"40.209847, -90.930892",974,20.18
62340,"39.722075, -90.729671","1,800",20.11
62894,"38.210370, -89.041831",911,20.11
62842,"38.467672, -88.371044",840,20.02
62537,"39.877528, -89.112243",144,19.99
60963,"40.367992, -87.654120","1,686",19.93
62827,"38.182420, -88.032843","1,171",19.92
61318,"41.711285, -89.078271",722,19.88
61262,"41.276171, -90.362230",878,19.86
61361,"41.425619, -89.757560","1,474",19.85
61942,"39.813984, -88.018369","1,334",19.75
62875,"38.756886, -89.107576","1,228",19.71
61468,"41.244967, -90.407287",143,19.69
60918,"40.601664, -88.022931",913,19.67
61312,"41.434795, -89.228206",736,19.63
61330,"41.535110, -89.277301","1,567",19.62
61259,"41.376426, -90.920549","1,209",19.53
62854,"38.769780, -88.815159","1,858",19.48
62534,"39.543848, -88.800330","1,213",19.42
60479,"41.232384, -88.526396",717,19.38
62452,"38.589885, -88.015156",405,19.38
62849,"38.584940, -88.773698","2,195",19.29
62638,"39.595291, -90.077154","1,398",19.27
61737,"40.464516, -88.745295",577,19.26
61041,"42.263482, -90.321207","1,326",19.21
61839,"40.142581, -88.627815",601,19.19
62838,"38.873689, -88.751968","1,507",19.18
62857,"38.910959, -88.862784",68,19.18
61754,"40.328146, -89.161361","1,277",19.14
61816,"39.922423, -87.995645",487,19.14
62345,"39.693664, -91.131957",415,19.13
61749,"40.092849, -89.116222",652,19.13
62815,"38.458352, -87.966440",440,19.10
62347,"39.864821, -91.098243","2,177",19.10
61014,"41.974765, -89.884337","1,214",19.04
62359,"40.039376, -91.240577",192,19.03
62019,"39.013834, -89.457418",616,19.01
61882,"40.116384, -88.758041",684,18.83
61932,"39.810626, -87.880787",461,18.83
62518,"40.051446, -89.202645",468,18.81
62940,"37.738486, -89.471814",432,18.80
62419,"38.610736, -87.989672",417,18.79
61721,"40.350757, -89.323483",707,18.79
62466,"38.739766, -87.852257","2,577",18.78
62572,"39.369235, -89.676768",457,18.73
62803,"38.453749, -89.302714",956,18.71
62877,"38.385607, -89.201759",613,18.67
61432,"40.648552, -90.153245",691,18.66
61251,"41.728962, -90.070848",317,18.55
62880,"38.866471, -88.884580",723,18.55
62928,"37.482396, -88.575321",258,18.53
61532,"40.348465, -89.811894",640,18.52
61334,"41.146065, -89.096225",757,18.48
62886,"38.374108, -88.532268",437,18.46
61865,"40.307197, -87.802638","1,331",18.43
62634,"40.011799, -89.454534",964,18.43
62238,"38.040860, -89.549993",830,18.37
61440,"40.312779, -90.614886",875,18.35
61924,"39.786199, -87.663216","2,602",18.34
61928,"39.454284, -88.518291",857,18.29
61028,"42.298465, -90.175881","1,978",18.14
62442,"39.301867, -87.852569","2,574",18.13
62297,"38.052121, -89.806332",411,18.12
61414,"41.126132, -90.162662","1,013",18.08
60929,"40.874719, -88.289448",768,18.04
61438,"40.587557, -90.650202",766,17.94
61472,"41.103310, -90.383336",666,17.89
61336,"41.111468, -89.212289",663,17.89
61473,"40.707243, -90.647367","1,772",17.84
62478,"39.179972, -87.743616",414,17.78
62674,"39.428539, -90.043231","1,541",17.74
62824,"38.669452, -88.341669","1,920",17.69
61850,"39.927593, -87.739538",572,17.62
61930,"39.679184, -88.118794",607,17.61
62434,"38.842186, -88.321609",540,17.57
62477,"39.233553, -87.643438","1,131",17.48
62905,"37.557561, -89.367195",648,17.46
61844,"40.141104, -87.868551","1,037",17.43
62835,"38.106048, -88.321638","1,342",17.34
61425,"40.770109, -91.042830",743,17.32
62376,"40.103711, -91.407455","1,143",17.20
60953,"40.629912, -87.686579","2,537",17.16
62828,"38.194537, -88.601621","1,538",17.12
61451,"40.952968, -89.941324",383,17.05
61743,"40.874589, -88.780841",270,16.96
62943,"37.360748, -88.733214",547,16.94
62031,"39.101332, -90.534214","1,128",16.94
60912,"40.973619, -87.603476",643,16.93
61345,"41.280245, -89.794395",884,16.90
62934,"37.719088, -88.353835","1,195",16.89
62892,"38.808355, -89.075972",381,16.84
62032,"39.116975, -89.287861",764,16.83
60470,"41.169505, -88.644315",687,16.82
61415,"40.659744, -90.423106","1,975",16.77
62444,"39.277730, -88.754860",339,16.72
62045,"39.251083, -90.702116",587,16.70
61314,"41.296481, -89.678495",991,16.68
62469,"39.346686, -88.340810",322,16.64
62378,"39.891050, -90.631613",967,16.60
62938,"37.374526, -88.548249","3,077",16.56
62324,"39.998277, -90.966328","1,519",16.54
60952,"40.561122, -88.255114",698,16.48
61420,"40.564171, -90.861607","1,251",16.46
61810,"39.909225, -87.925006",389,16.43
62809,"38.281962, -88.329187",239,16.43
62931,"37.539919, -88.272765","1,630",16.38
61724,"40.329508, -88.530877",622,16.36
62425,"38.825923, -88.102982",716,16.33
62810,"38.201276, -88.752318","1,005",16.29
62316,"40.235474, -91.053025",740,16.24
61272,"41.238103, -90.992447","1,464",16.22
61418,"40.852703, -90.861427",664,16.20
61274,"41.368567, -90.277196",404,16.18
61044,"42.321153, -89.910554",234,16.13
62831,"38.234969, -89.222732",695,16.07
62899,"38.652267, -88.651373","1,385",16.01
61772,"40.391130, -89.059322",388,15.95
61436,"40.860149, -90.223174","1,021",15.88
62358,"40.572897, -91.258636",646,15.88
